LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Economic Development/Economic Development Division,Training,,,,12010.03,15676.57,11515.25,19794.0,39550.0,3
General Fund,Economic Development/Economic Development Division,FICA Tax Expense,,,,17381.59,17431.53,16384.26,14110.0,23176.0,3
General Fund,Economic Development/Economic Development Division,Employer - LGERS,,,,11883.63,15246.12,15639.73,13770.0,21419.0,3
General Fund,Economic Development/Economic Development Division,Compensation - Full Time Reg,,,,242309.1,239826.65,226901.91,197209.0,302958.0,3
General Fund,Economic Development/Economic Development Division,Legal Services,,,,1760.0,4000.0,522.25,6500.0,11000.0,3
General Fund,Economic Development/Economic Development Division,Economic Development Comm,,,,0.0,0.0,0.0,0.0,60000.0,3
General Fund,Economic Development/Economic Development Division,Professional Services,,,,17625.0,6375.0,6000.0,3450.0,15000.0,3
General Fund,Economic Development/Economic Development Division,Rental/Lease,,,,2601.72,1848.49,1072.93,48103.0,38096.0,3
General Fund,Economic Development/Economic Development Division,Moogfest support,,,,0.0,0.0,0.0,0.0,40000.0,3
General Fund,Economic Development/Economic Development Division,Contracted Services,,,,33379.3,88310.3,133304.68,273576.0,75000.0,3
General Fund,Economic Development/Economic Development Division,Sports Commission,,,,0.0,0.0,0.0,0.0,45000.0,3
General Fund,Economic Development/Economic Development Division Total,,,,,402076.3900000001,468054.94000000006,489244.38,654799.0,764515.0,2
General Fund,Police/Police Administration Division,Water and Sewer,,,,0.0,0.0,0.0,0.0,10500.0,3
General Fund,Police/Police Administration Division,Radio Charges,,,,0.0,0.0,0.0,0.0,123000.0,3
General Fund,Police/Police Administration Division,Cellular Usage,,,,53874.8,62974.58,71013.87,59268.0,326075.0,3
General Fund,Police/Police Administration Division,Radio Lines,,,,0.0,0.0,0.0,0.0,24000.0,3
General Fund,Police/Police Administration Division,Electricity,,,,0.0,0.0,0.0,0.0,79000.0,3
General Fund,Police/Police Administration Division,Telephone,,,,0.0,0.0,0.0,0.0,54000.0,3
General Fund,Police/Police Administration Division,Supplies - Other,,,,28962.84,16465.75,31602.39,20383.0,48100.0,3
General Fund,Police/Police Administration Division,Materials,,,,48409.98,54827.98,33660.25,34630.0,64460.0,3
General Fund,Police/Police Administration Division,Compensation - Stand By Pay,,,,0.0,0.0,0.0,2754.0,13000.0,3
General Fund,Police/Police Administration Division,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,159349.0,3
General Fund,Police/Police Administration Division,Compensation - Temp/Seasonal,,,,0.0,614.61,39.31,0.0,60000.0,3
General Fund,Police/Police Administration Division,Compensation - Overtime,,,,13109.43,11614.44,3059.1,20482.0,150000.0,3
General Fund,Police/Police Administration Division,Services - Postage,,,,12885.98,11278.35,12464.38,12000.0,12000.0,3
General Fund,Police/Police Administration Division,Supplies - ERT Ammunition,,,,0.0,0.0,0.0,0.0,18000.0,3
General Fund,Police/Police Administration Division,Compensation - Full Time Reg,,,,712732.51,699320.55,686422.03,803306.0,2483129.0,3
General Fund,Police/Police Administration Division,Supplies - Uniforms,,,,12534.69,13526.89,9719.49,7909.0,20000.0,3
General Fund,Police/Police Administration Division,Fleet Fuel Charges,,,,0.0,0.0,8142.21,19500.0,50000.0,3
General Fund,Police/Police Administration Division,Fleet Maintenance Charges,,,,18662.85,26272.15,5999.76,19253.0,35324.0,3
General Fund,Police/Police Administration Division,Employer - Police 401(K),,,,23209.72,23040.2,22947.61,26241.0,0.0,3
General Fund,Police/Police Administration Division,All Other Expenses,,,,4707.79,1905.3799999999999,0.0,9977.0,2056.0,3
General Fund,Police/Police Administration Division,Employer - 401(K),,,,13224.82,12402.28,11142.47,15208.0,132359.0,3
General Fund,Police/Police Administration Division,Services - Copying and Dupl,,,,0.0,0.0,0.0,0.0,36000.0,3
General Fund,Police/Police Administration Division,Natural Gas,,,,0.0,0.0,0.0,0.0,16800.0,3
General Fund,Police/Police Administration Division,Contracted Services,,,,29347.45,18255.2,77785.25,105100.0,461068.0,3
General Fund,Police/Police Administration Division,Rental/Lease,,,,21307.02,12294.71,17387.8,43283.0,87249.0,3
General Fund,Police/Police Administration Division,Maint & Repair - Equipment,,,,4350.12,2694.29,0.0,-55.0,21000.0,3
General Fund,Police/Police Administration Division,Insurance & Bonds,,,,50700.0,50700.0,50700.0,419711.0,783241.0,3
General Fund,Police/Police Administration Division,FICA Tax Expense,,,,52230.75,51852.04,49216.66,60280.0,207100.0,3
General Fund,Police/Police Administration Division,Employer - LGERS,,,,35677.97,45408.61,47846.02,55868.0,192715.0,3
General Fund,Police/Police Administration Division,Unemployment,,,,0.0,0.0,0.0,0.0,41657.0,3
General Fund,Police/Police Administration Division,Criminal Justice Info System,,,,0.0,0.0,0.0,0.0,1227339.0,3
General Fund,Police/Police Administration Division,Workers Compensation,,,,267980.0,268716.0,273930.0,314233.0,259953.0,3
General Fund,Police/Police Administration Division,Community  Policing,,,,43944.37,35012.8,28972.24,29152.0,25000.0,3
General Fund,Police/Police Administration Division,Group Insurance Expense,,,,73902.0,107094.0,107094.0,107094.0,529872.0,3
General Fund,Police/Police Administration Division,Training,,,,48423.51,44612.46,74709.12,55500.0,101900.0,3
General Fund,Police/Police Administration Division,Dues & Subscriptions,,,,1836.0,997.23,3250.0,6123.0,13423.0,3
General Fund,Police/Police Administration Division Total,,,,,1572014.6000000003,1571880.5,1627103.96,2247200.0,7868669.0,2
General Fund,Finance/Purchasing Central Stores,Compensation - Full Time Reg,,,,90402.35,91048.09,90936.99,92912.0,94920.0,3
General Fund,Finance/Purchasing Central Stores,Group Insurance Expense,,,,13437.0,17849.0,17849.0,16849.0,18592.0,3
General Fund,Finance/Purchasing Central Stores,All Other Expenses,,,,40523.27,37308.399999999994,35504.6,45425.0,32259.0,3
General Fund,Finance/Purchasing Central Stores,Mach & Equipment,,,,0.0,0.0,0.0,0.0,19069.0,3
General Fund,Finance/Purchasing Central Stores Total,,,,,144362.62,146205.49,144290.59,155186.0,164840.0,2
General Fund,Transportation/Traffic Engineering Division,Compensation - Full Time Reg,,,,130374.1,94739.05,119668.76,125447.0,129259.0,3
General Fund,Transportation/Traffic Engineering Division,Contracted Services,,,,15219.57,27060.82,24257.65,19656.0,25000.0,3
General Fund,Transportation/Traffic Engineering Division,Contracted Services,,,,0.0,0.0,0.0,0.0,17500.0,3
General Fund,Transportation/Traffic Engineering Division,Employer - LGERS,,,,6632.13,7311.22,8943.67,8868.0,9595.0,3
General Fund,Transportation/Traffic Engineering Division,Group Insurance Expense,,,,26873.0,35698.0,35698.0,34698.0,37184.0,3
General Fund,Transportation/Traffic Engineering Division,Fleet Maintenance Charges,,,,8722.66,8008.88,4392.95,5027.0,6000.0,3
General Fund,Transportation/Traffic Engineering Division,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,11000.0,0.0,3
General Fund,Transportation/Traffic Engineering Division,FICA Tax Expense,,,,6962.25,6878.16,6578.89,7537.0,7829.0,3
General Fund,Transportation/Traffic Engineering Division,Electricity,,,,19986.0,18669.41,17998.62,18600.0,18600.0,3
General Fund,Transportation/Traffic Engineering Division,All Other Expenses,,,,58880.73,52218.86000000001,62391.19,73846.0,76613.0,3
General Fund,Transportation/Traffic Engineering Division,Maintenance and Repairs,,,,11206.5,11206.5,11639.84,12500.0,11500.0,3
General Fund,Transportation/Traffic Engineering Division,Compensation - Full Time Reg,,,,125591.14,113602.13,128610.76,112584.0,130708.0,3
General Fund,Transportation/Traffic Engineering Division,Compensation - Overtime,,,,9858.37,2226.01,1384.6,3559.0,5000.0,3
General Fund,Transportation/Traffic Engineering Division,Materials,,,,44600.01,50003.27,30483.4,30255.0,37140.0,3
General Fund,Transportation/Traffic Engineering Division,Contracted Services,,,,0.0,0.0,0.0,2000.0,20000.0,3
General Fund,Transportation/Traffic Engineering Division,Materials,,,,3293.17,1419.93,5268.0,10000.0,10000.0,3
General Fund,Transportation/Traffic Engineering Division,Materials,,,,0.0,0.0,0.0,0.0,117500.0,3
General Fund,Transportation/Traffic Engineering Division,Group Insurance Expense,,,,13437.0,17849.0,17849.0,17849.0,18592.0,3
General Fund,Transportation/Traffic Engineering Division,FICA Tax Expense,,,,9645.49,8388.03,8982.46,9863.0,10382.0,3
General Fund,Transportation/Traffic Engineering Division,Fleet Maintenance Charges,,,,10679.76,16268.2,3753.34,1648.0,1500.0,3
General Fund,Transportation/Traffic Engineering Division,Employer - LGERS,,,,6438.3,5615.03,8233.25,8713.0,9139.0,3
General Fund,Transportation/Traffic Engineering Division,Compensation - Full Time Reg,,,,91462.07,91608.49,91321.67,94257.0,96547.0,3
General Fund,Transportation/Traffic Engineering Division,Group Insurance Expense,,,,20155.0,17849.0,17849.0,22072.0,18592.0,3
General Fund,Transportation/Traffic Engineering Division,FICA Tax Expense,,,,9506.57,6253.69,8369.85,9692.0,9888.0,3
General Fund,Transportation/Traffic Engineering Division Total,,,,,629523.8200000001,592873.68,613674.9,639671.0,824068.0,2
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Licenses Taxes & Fees,,,,3218.58,12341.93,6846.87,8871.0,7000.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,FICA Tax Expense,,,,9428.11,9808.92,7339.63,8195.0,11204.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,All Other Expenses,,,,10256.659999999998,10280.89,8714.55,9234.0,11473.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Group Insurance Expense,,,,13437.0,17849.0,17849.0,17849.0,18592.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,10500.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Employer - LGERS,,,,6480.12,8507.92,6811.04,6676.0,10354.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Compensation - Full Time Reg,,,,131620.6,133442.18,98998.55,95427.0,146452.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Supplies - Other,,,,3615.17,10241.85,4633.21,5200.0,4000.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div,Training,,,,7617.65,2974.6,4922.54,4000.0,4000.0,3
General Fund,Parks Rec & Cultural Arts/Planning & Development Div Total,,,,,185673.89,205447.28999999998,156115.38999999998,165952.0,213075.0,2
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Maint & Repair - Equipment,,,,14816.77,3047.41,5237.4,5000.0,3500.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Contracted Services,,,,0.0,0.0,166007.39,477057.0,650000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Materials,,,,0.0,0.0,16470.6,20400.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Supplies - Other,,,,63495.21,47593.68,52832.29,28504.0,25200.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Group Insurance Expense,,,,0.0,0.0,0.0,6400.0,8134.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Water and Sewer,,,,0.0,0.0,16241.91,20500.0,20000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Group Insurance Expense,,,,293989.0,348055.0,344055.0,294594.0,320712.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Electricity,,,,0.0,10102.87,9981.69,12500.0,12500.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Contracted Services,,,,0.0,122635.01,231245.88,220536.0,165000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Cellular Usage,,,,10729.85,11842.67,16018.83,16500.0,14500.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Fleet Maintenance Charges,,,,105099.24,179083.68,75889.5,76758.0,85000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Materials,,,,0.0,15983.64,5167.09,9972.0,12450.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Stand By Pay,,,,6587.86,7775.0,7335.71,10974.0,7974.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,All Other Expenses,,,,7866.85,10499.39,13421.58,23913.0,18855.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Training,,,,2138.94,2452.59,4025.67,12850.0,4000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Overtime,,,,59310.92,36835.92,20553.51,21564.0,26215.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Temp/Seasonal,,,,112397.98,166988.48,168649.03,180294.0,223794.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Part Time,,,,12326.23,17895.89,18008.99,24677.0,38267.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Full Time Reg,,,,1186482.05,1140433.74,1030169.58,1060841.0,1057281.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Fleet Fuel Charges,,,,0.0,0.0,67727.7,62702.0,71824.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Contracted Services,,,,197740.04,232571.52,222194.37,303477.0,349000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Materials,,,,130877.24,131857.62,65388.19,58870.0,48760.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Supplies - Uniforms,,,,11013.51,9364.92,7852.9,7950.0,10150.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Services - Janitorial,,,,0.0,8528.02,35244.76,37000.0,39000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Supplies - Safety Equipment,,,,6391.99,14630.05,5960.01,8370.0,7000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Rental/Lease,,,,6959.64,33970.79,38000.88,32716.0,30000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Part Time,,,,0.0,0.0,0.0,5341.0,22023.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,FICA Tax Expense,,,,100745.72,100493.36,90422.17,96030.0,103545.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Employer - LGERS,,,,65704.11,75662.51,74008.04,80828.0,79872.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Compensation - Temp/Seasonal,,,,0.0,0.0,371.19,35919.0,16500.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division,Employer - 401(K),,,,60683.33,59961.72,53785.18,55937.0,56487.0,3
General Fund,Parks Rec & Cultural Arts/Parks Maintenance Division Total,,,,,2455356.4800000004,2788265.4800000004,2862267.039999999,3308974.0,3527543.0,2
General Fund,Building Safety/Permitting & Inspections Div,Fleet Maintenance Charges,,,,48054.95,68882.95,13887.98,16400.0,21228.0,3
General Fund,Building Safety/Permitting & Inspections Div,FICA Tax Expense,,,,129768.94,120051.32,113143.0,129872.0,180946.0,3
General Fund,Building Safety/Permitting & Inspections Div,Group Insurance Expense,,,,275984.0,356981.0,376981.0,377884.0,446208.0,3
General Fund,Building Safety/Permitting & Inspections Div,Fleet Fuel Charges,,,,0.0,0.0,34166.16,27537.0,27835.0,3
General Fund,Building Safety/Permitting & Inspections Div,Employer - LGERS,,,,82517.48,102296.98,106409.11,122045.0,165813.0,3
General Fund,Building Safety/Permitting & Inspections Div,Bank Fees,,,,10224.24,17709.4,23268.56,30600.0,33000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Supplies - Other,,,,16061.0,16843.11,29953.28,29821.0,16000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Employer - 401(K),,,,84610.36,80245.92,77305.36,88824.0,117265.0,3
General Fund,Building Safety/Permitting & Inspections Div,Insurance & Bonds,,,,16531.0,16531.0,16531.0,16294.0,30408.0,3
General Fund,Building Safety/Permitting & Inspections Div,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,24024.0,3
General Fund,Building Safety/Permitting & Inspections Div,Supplies - Books/Audio Visual,,,,0.0,5812.77,7896.68,3682.0,8000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Materials,,,,4245.64,7263.16,5040.81,12057.0,5000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Training,,,,20879.73,18404.76,22658.27,22240.0,28200.0,3
General Fund,Building Safety/Permitting & Inspections Div,Compensation - Temp/Seasonal,,,,7928.58,18311.38,29092.31,27144.0,20000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Compensation - Overtime,,,,26927.57,3781.54,1970.24,23194.0,18000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Compensation - Full Time Reg,,,,1749034.23,1616899.72,1539571.33,1614381.0,2321312.0,3
General Fund,Building Safety/Permitting & Inspections Div,Compensation - Part Time,,,,0.0,0.0,0.0,12273.0,0.0,3
General Fund,Building Safety/Permitting & Inspections Div,Cellular Usage,,,,23244.56,32250.71,30217.08,35092.0,25000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Contracted Services,,,,12910.33,22920.15,26829.78,39839.0,0.0,3
General Fund,Building Safety/Permitting & Inspections Div,All Other Expenses,,,,29932.14,28408.64,30601.21,38515.0,43900.0,3
General Fund,Building Safety/Permitting & Inspections Div,Demolition,,,,0.0,0.0,80.5,9000.0,20000.0,3
General Fund,Building Safety/Permitting & Inspections Div,Rental/Lease,,,,0.0,2994.8,4337.22,14064.0,44700.0,3
General Fund,Building Safety/Permitting & Inspections Div Total,,,,,2538854.75,2536589.31,2489940.8800000004,2690758.0,3596839.0,2
General Fund,Finance/Accounting Division,Services - Copying and Dupl,,,,8021.95,6122.76,5390.37,9676.0,1760.0,3
General Fund,Finance/Accounting Division,Compensation - Part Time,,,,0.0,0.0,0.0,0.0,35141.0,3
General Fund,Finance/Accounting Division,Compensation - Full Time Reg,,,,851429.17,737238.86,605744.58,663278.0,758919.0,3
General Fund,Finance/Accounting Division,Employer - 401(K),,,,42687.51,36781.55,30226.9,36866.0,39828.0,3
General Fund,Finance/Accounting Division,Professional Services,,,,148480.0,1300.0,0.0,1100.0,0.0,3
General Fund,Finance/Accounting Division,All Other Expenses,,,,10425.740000000002,9281.43,9496.73,12194.0,7780.0,3
General Fund,Finance/Accounting Division,Contracted Services,,,,0.0,207994.29,117063.9,138854.0,127100.0,3
General Fund,Finance/Accounting Division,Employer - LGERS,,,,41614.13,46894.54,42361.37,50714.0,56317.0,3
General Fund,Finance/Accounting Division,Group Insurance Expense,,,,129684.0,160642.0,170642.0,125120.0,146412.0,3
General Fund,Finance/Accounting Division,FICA Tax Expense,,,,64791.44,61581.08,47220.01,56404.0,62745.0,3
General Fund,Finance/Accounting Division,Compensation - Overtime,,,,3799.38,9545.6,10104.79,5598.0,2500.0,3
General Fund,Finance/Accounting Division,Compensation - Temp/Seasonal,,,,41236.11,96048.54,40226.4,15681.0,23640.0,3
General Fund,Finance/Accounting Division,Training,,,,5709.08,6655.35,11089.09,10000.0,26000.0,3
General Fund,Finance/Accounting Division,Services - Postage,,,,33157.14,30317.8,29237.13,27882.0,21000.0,3
General Fund,Finance/Accounting Division,Licenses Taxes & Fees,,,,155.88,141.71,9544.66,6834.0,0.0,3
General Fund,Finance/Accounting Division,Supplies - Other,,,,12259.05,14582.88,11244.76,11621.0,13380.0,3
General Fund,Finance/Accounting Division,Bank Fees,,,,25588.94,8769.09,5659.69,8000.0,3850.0,3
General Fund,Finance/Accounting Division Total,,,,,1419039.5199999998,1433897.4800000002,1145252.3800000001,1179822.0,1326372.0,2
General Fund,Information Technology/IT Administration Division,Compensation - Full Time Reg,,,,211286.61,178807.35,148252.17,153235.0,157162.0,3
General Fund,Information Technology/IT Administration Division,Compensation - Part Time,,,,11388.8,7926.4,53.64,465.0,0.0,3
General Fund,Information Technology/IT Administration Division,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,11469.0,3
General Fund,Information Technology/IT Administration Division,Employer - 401(K),,,,11483.42,9493.94,7791.14,12886.0,8516.0,3
General Fund,Information Technology/IT Administration Division,Employer - LGERS,,,,11212.3,12097.61,10720.64,10728.0,12042.0,3
General Fund,Information Technology/IT Administration Division,FICA Tax Expense,,,,16099.48,13829.91,12614.05,12132.0,12104.0,3
General Fund,Information Technology/IT Administration Division,Group Insurance Expense,,,,13437.0,35698.0,40698.0,26364.0,18592.0,3
General Fund,Information Technology/IT Administration Division,Contracted Services,,,,0.0,0.0,0.0,0.0,10000.0,3
General Fund,Information Technology/IT Administration Division,Quality of Serv Award,,,,6729.58,3631.47,7887.17,1056.0,1056.0,3
General Fund,Information Technology/IT Administration Division,Training,,,,3582.32,5259.05,1915.37,10840.0,6950.0,3
General Fund,Information Technology/IT Administration Division,Compensation - Temp/Seasonal,,,,0.0,0.0,18040.9,261.0,0.0,3
General Fund,Information Technology/IT Administration Division,All Other Expenses,,,,9833.45,7007.63,8209.84,10239.0,11991.0,3
General Fund,Information Technology/IT Administration Division Total,,,,,295052.95999999996,273751.36,256182.92000000004,238206.0,249882.0,2
General Fund,Administration Services/Sustainability Division,Compensation - Full Time Reg,,,,0.0,23211.02,48482.11,65135.0,107152.0,3
General Fund,Administration Services/Sustainability Division,Group Insurance Expense,,,,0.0,0.0,8925.0,10123.0,18592.0,3
General Fund,Administration Services/Sustainability Division,Compensation - Temp/Seasonal,,,,0.0,900.0,19790.0,11379.0,0.0,3
General Fund,Administration Services/Sustainability Division,Compensation - Part Time,,,,0.0,0.0,0.0,26767.0,0.0,3
General Fund,Administration Services/Sustainability Division,All Other Expenses,,,,1276.1,4317.45,6588.76,18152.0,12283.0,3
General Fund,Administration Services/Sustainability Division,Employer - LGERS,,,,0.0,1486.26,3335.5,5406.0,7650.0,3
General Fund,Administration Services/Sustainability Division,FICA Tax Expense,,,,0.0,1832.58,5287.71,7117.0,8278.0,3
General Fund,Administration Services/Sustainability Division,Contracted Services,,,,0.0,5683.31,5581.22,5890.0,13700.0,3
General Fund,Administration Services/Sustainability Division,Supplies - Other,,,,4321.11,1842.33,8132.31,31029.0,3000.0,3
General Fund,Administration Services/Sustainability Division,Services - Outside Printing,,,,0.0,0.0,9428.25,985.0,0.0,3
General Fund,Administration Services/Sustainability Division Total,,,,,5597.209999999999,39272.950000000004,115550.86,181983.0,170655.0,2
General Fund,Finance/Purchasing Operations Division,Group Insurance Expense,,,,26873.0,35698.0,40698.0,31152.0,37184.0,3
General Fund,Finance/Purchasing Operations Division,FICA Tax Expense,,,,20682.24,18088.87,17178.93,17635.0,17547.0,3
General Fund,Finance/Purchasing Operations Division,Employer - LGERS,,,,11725.01,15228.21,16555.67,17093.0,16217.0,3
General Fund,Finance/Purchasing Operations Division,Compensation - Full Time Reg,,,,259181.85,239152.43,240636.37,211038.0,229379.0,3
General Fund,Finance/Purchasing Operations Division,Employer - 401(K),,,,12021.4,11942.74,12031.96,12426.0,11469.0,3
General Fund,Finance/Purchasing Operations Division,Auction Expenses,,,,3690.13,7371.86,11325.98,6840.0,0.0,3
General Fund,Finance/Purchasing Operations Division,All Other Expenses,,,,15252.590000000002,16453.440000000002,11549.939999999999,13401.0,22774.0,3
General Fund,Finance/Purchasing Operations Division Total,,,,,349426.22000000003,343935.55,349976.85,309585.0,334570.0,2
General Fund,Planning & Development/Planning Services Division,Workers Compensation,,,,7927.0,7949.0,7949.0,8104.0,7540.0,3
General Fund,Planning & Development/Planning Services Division,Insurance & Bonds,,,,10721.0,10721.0,10721.0,5670.0,10581.0,3
General Fund,Planning & Development/Planning Services Division,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,8148.0,3
General Fund,Planning & Development/Planning Services Division,Group Insurance Expense,,,,148724.0,178490.0,188490.0,100613.0,69720.0,3
General Fund,Planning & Development/Planning Services Division,Supplies - Other,,,,13335.02,6145.17,7184.72,6800.0,6800.0,3
General Fund,Planning & Development/Planning Services Division,Fleet Maintenance Charges,,,,7638.33,6937.73,2243.48,3111.0,3000.0,3
General Fund,Planning & Development/Planning Services Division,Services - Advertising,,,,19596.35,16135.71,16471.75,14000.0,12500.0,3
General Fund,Planning & Development/Planning Services Division,FICA Tax Expense,,,,76310.12,75301.42,67503.49,49190.0,37682.0,3
General Fund,Planning & Development/Planning Services Division,Rental/Lease,,,,9559.47,7473.43,5534.14,5628.0,3400.0,3
General Fund,Planning & Development/Planning Services Division,Services - Postage,,,,8382.93,6018.45,5804.55,6500.0,6000.0,3
General Fund,Planning & Development/Planning Services Division,Employer - LGERS,,,,52120.81,66734.6,66040.79,53391.0,34684.0,3
General Fund,Planning & Development/Planning Services Division,Compensation - Full Time Reg,,,,1036444.51,1013716.71,872216.25,646289.0,417667.0,3
General Fund,Planning & Development/Planning Services Division,Employer - 401(K),,,,53417.27,52333.08,47995.38,38639.0,24529.0,3
General Fund,Planning & Development/Planning Services Division,Contracted Services,,,,30195.0,5931.65,9048.61,119280.0,113850.0,3
General Fund,Planning & Development/Planning Services Division,Compensation - Part Time,,,,30260.34,32023.27,87687.44,82858.0,71854.0,3
General Fund,Planning & Development/Planning Services Division,Training,,,,16147.36,10977.61,13699.35,10274.0,12000.0,3
General Fund,Planning & Development/Planning Services Division,All Other Expenses,,,,27191.319999999996,27104.11,24872.25,39696.0,28015.0,3
General Fund,Planning & Development/Planning Services Division Total,,,,,1547970.83,1523992.94,1433462.2,1190043.0,867970.0,2
General Fund,Information Technology/Technical Services Division,Licenses Taxes & Fees,,,,42955.06,35057.81,35120.0,35620.0,36375.0,3
General Fund,Information Technology/Technical Services Division,Employer - LGERS,,,,16833.7,16432.27,17980.71,25334.0,32999.0,3
General Fund,Information Technology/Technical Services Division,Materials,,,,27644.98,31704.75,41461.28,36721.0,0.0,3
General Fund,Information Technology/Technical Services Division,Group Insurance Expense,,,,52651.0,44623.0,49623.0,43960.0,55776.0,3
General Fund,Information Technology/Technical Services Division,Employer - 401(K),,,,17334.91,12903.19,13067.5,18417.0,23337.0,3
General Fund,Information Technology/Technical Services Division,Rental/Lease,,,,13284.7,36576.44,39286.51,1602.0,0.0,3
General Fund,Information Technology/Technical Services Division,Rental/Lease - Computers,,,,353239.01,329557.8,266571.12,9.0,0.0,3
General Fund,Information Technology/Technical Services Division,FICA Tax Expense,,,,31196.59,19915.29,20454.45,31059.0,33168.0,3
General Fund,Information Technology/Technical Services Division,Contracted Services,,,,67576.24,52828.62,47675.04,73866.0,82100.0,3
General Fund,Information Technology/Technical Services Division,Information Tech Purchases,,,,0.0,0.0,400682.18,62773.0,0.0,3
General Fund,Information Technology/Technical Services Division,Supplies - Other,,,,0.0,0.0,0.0,0.0,18000.0,3
General Fund,Information Technology/Technical Services Division,Cellular Usage,,,,10661.31,10057.48,12694.96,4224.0,0.0,3
General Fund,Information Technology/Technical Services Division,Telephone,,,,62644.97,41968.6,3542.33,4625.0,0.0,3
General Fund,Information Technology/Technical Services Division,All Other Expenses,,,,1355.6,6037.05,708.92,3272.0,320.0,3
General Fund,Information Technology/Technical Services Division,Maintenance and Repairs,,,,245148.42,224623.31,231020.37,56868.0,89000.0,3
General Fund,Information Technology/Technical Services Division,Maint & Repair - Equipment,,,,0.0,11853.51,4426.16,5000.0,5000.0,3
General Fund,Information Technology/Technical Services Division,Training,,,,5371.39,7528.02,5837.82,5409.0,5000.0,3
General Fund,Information Technology/Technical Services Division,Mach & Equipment,,,,27589.28,34135.73,6445.0,37664.0,25000.0,3
General Fund,Information Technology/Technical Services Division,Compensation - Temp/Seasonal,,,,41954.32,10342.28,16348.67,31250.0,0.0,3
General Fund,Information Technology/Technical Services Division,Compensation - Full Time Reg,,,,375651.43,258063.05,261350.51,405999.0,433574.0,3
General Fund,Information Technology/Technical Services Division Total,,,,,1393092.91,1184208.2000000002,1474296.5299999998,883672.0,839649.0,2
